ccode,ccname,idacr,leader,year,entry,exit,exitcode,regime.spell,v2x_libdem, v2x_libdem_codehigh ,DEMDUR,DEXDUR,AUTODUR,AUTOGROUP,TENURE,SignPTA,NegPTA,DICT,poleff,opposition,eiec,reelection,allhouse
42,Dominican Republic,DOM,Fernandez Reyna,1996,0,1,0,democracy,,,23,1,0,0,1,0,0,0,2,1,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,1997,0,1,0,democracy,,,24,2,0,0,2,0,1,0,1,1,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,1998,0,1,0,democracy,,,25,3,0,0,3,1,0,0,1,1,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,1999,0,1,0,democracy,,,26,4,0,0,4,0,0,0,1,0,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,2000,0,1,0,democracy,,,27,5,0,0,5,0,0,0,1,0,7,,0
42,Dominican Republic,DOM,Hipolito Mejia,2000,0,1,0,democracy,,,28,1,0,0,1,0,0,0,1,0,7,,0
42,Dominican Republic,DOM,Hipolito Mejia,2001,0,1,0,democracy,,,29,2,0,0,2,0,0,0,1,0,7,,0
42,Dominican Republic,DOM,Hipolito Mejia,2002,0,1,0,democracy,,,30,3,0,0,3,0,0,0,1,0,7,,0
42,Dominican Republic,DOM,Hipolito Mejia,2003,0,1,0,democracy,,,31,4,0,0,4,0,0,0,1,0,7,,0
42,Dominican Republic,DOM,Hipolito Mejia,2004,0,1,0,democracy,,,32,5,0,0,5,0,0,0,1,0,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,2004,0,1,0,democracy,,,33,1,0,0,1,0,0,0,1,0,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,2005,0,1,0,democracy,,,34,2,0,0,2,0,0,0,1,0,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,2006,0,1,0,democracy,,,35,3,0,0,3,0,0,0,0,0,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,2007,0,1,0,democracy,,,36,4,0,0,4,0,0,0,0,0,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,2008,0,1,0,democracy,,,37,5,0,0,5,0,1,0,0,0,7,1,0
42,Dominican Republic,DOM,Fernandez Reyna,2009,0,1,0,democracy,,,38,6,0,0,6,0,0,0,0,0,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,2010,0,1,0,democracy,,,39,7,0,0,7,0,0,0,0,0,7,,0
42,Dominican Republic,DOM,Fernandez Reyna,2011,0,1,0,democracy,,,40,8,0,0,8,0,0,0,0,0,7,,0
42,Dominican Republic,DOM,Medina,2012,0,0,0,democracy,,,41,1,0,0,1,0,0,0,0,0,7,,0
42,Dominican Republic,DOM,Medina,2013,0,0,0,democracy,,,42,2,0,0,2,0,0,0,0,0,7,,0
42,Dominican Republic,DOM,Medina,2014,0,0,0,democracy,,,43,3,0,0,3,0,0,0,0,0,7,,0
42,Dominican Republic,DOM,Medina,2015,0,0,0,democracy,,,44,4,0,0,4,0,0,0,0,0,7,,0
130,Ecuador,ECU,Duran Ballen,1995,0,1,0,democracy,,,20,4,0,0,4,0,0,0,0,0,7,,0
130,Ecuador,ECU,Duran Ballen,1996,0,1,0,democracy,,,21,5,0,0,5,0,0,0,0,0,7,,0
130,Ecuador,ECU,Bucaram Ortiz,1996,0,1,0,democracy,,,22,1,0,0,1,0,0,0,0,0,7,,0
130,Ecuador,ECU,Bucaram Ortiz,1997,0,1,0,democracy,,,23,2,0,0,2,0,0,0,0,0,7,,0
130,Ecuador,ECU,Alarcon Fabian,1997,0,1,0,democracy,,,24,1,0,0,1,0,0,0,0,0,7,,0
130,Ecuador,ECU,Arteaga Serrano,1997,0,1,0,democracy,,,25,2,0,0,1,0,0,0,0,0,7,,0
130,Ecuador,ECU,Alarcon Fabian,1997,0,1,0,democracy,,,26,1,0,0,1,0,0,0,0,0,7,,0
130,Ecuador,ECU,Alarcon Fabian,1998,0,1,0,democracy,,,27,2,0,0,2,0,0,0,0,0,7,,0
130,Ecuador,ECU,Mahuad,1998,0,3,2,democracy,,,28,1,0,0,1,0,0,0,0,0,7,,0
130,Ecuador,ECU,Mahuad,1999,0,3,2,democracy,,,29,2,0,0,2,0,0,0,0,0,7,,0
130,Ecuador,ECU,Mahuad,2000,0,3,2,democracy,,,30,3,0,0,3,0,0,0,2,0,7,,0
130,Ecuador,ECU,Gustavo Noboa,2000,1,1,0,dictatorship,,,0,0,1,1,1,0,0,1,2,0,7,,0
130,Ecuador,ECU,Gustavo Noboa,2001,1,1,0,dictatorship,,,0,0,2,2,2,0,0,1,2,0,7,,0
130,Ecuador,ECU,Gustavo Noboa,2002,1,1,0,dictatorship,,,0,0,3,3,3,0,0,1,2,0,7,,0
130,Ecuador,ECU,Gustavo Noboa,2003,1,1,0,democracy,,,1,1,0,0,4,0,1,0,2,0,7,,0
130,Ecuador,ECU,Lucio Gutierrez,2003,0,1,0,democracy,,,2,2,0,0,1,0,0,0,2,0,7,,0
130,Ecuador,ECU,Lucio Gutierrez,2004,0,1,0,democracy,,,3,3,0,0,2,0,1,0,2,0,7,,0
130,Ecuador,ECU,Lucio Gutierrez,2005,0,1,0,democracy,,,4,4,0,0,3,0,0,0,2,0,7,,0
130,Ecuador,ECU,Alfredo Palacio,2005,0,1,0,democracy,,,5,1,0,0,1,0,0,0,2,0,7,,0
130,Ecuador,ECU,Alfredo Palacio,2006,0,1,0,democracy,,,6,2,0,0,2,0,0,0,2,0,7,,NA
130,Ecuador,ECU,Alfredo Palacio,2007,0,1,0,democracy,,,7,3,0,0,3,0,0,0,2,0,7,,0
130,Ecuador,ECU,Rafael Correa,2007,0,1,0,democracy,,,8,1,0,0,1,0,0,0,2,0,7,,0
130,Ecuador,ECU,Rafael Correa,2008,0,1,0,democracy,,,9,2,0,0,2,0,0,0,2,0,7,,0
130,Ecuador,ECU,Rafael Correa,2009,0,1,0,democracy,,,10,3,0,0,3,0,0,0,2,0,7,,0
130,Ecuador,ECU,Rafael Correa,2010,0,1,0,democracy,,,11,4,0,0,4,0,0,0,1,0,7,,0
130,Ecuador,ECU,Rafael Correa,2011,0,1,0,democracy,,,12,5,0,0,5,0,0,0,2,0,7,,0
130,Ecuador,ECU,Rafael Correa,2012,0,1,0,democracy,,,13,6,0,0,6,0,1,0,2,0,7,,0
130,Ecuador,ECU,Rafael Correa,2013,0,1,0,democracy,,,14,7,0,0,7,0,0,0,2,0,7,1,0
130,Ecuador,ECU,Rafael Correa,2014,0,-888,-888,democracy,,,15,8,0,0,8,0,0,0,2,0,7,,0
130,Ecuador,ECU,Rafael Correa,2015,0,-888,-888,democracy,,,16,9,0,0,9,0,0,0,2,0,7,,0
651,Egypt,EGY,Mubarak,1995,0,3,2,dictatorship,,,0,0,26,15,15,0,1,1,2,0,6,,
651,Egypt,EGY,Mubarak,1996,0,3,2,dictatorship,,,0,0,27,16,16,0,0,1,1,0,6,,
651,Egypt,EGY,Mubarak,1997,0,3,2,dictatorship,,,0,0,28,17,17,0,0,1,1,0,6,,
651,Egypt,EGY,Mubarak,1998,0,3,2,dictatorship,,,0,0,29,18,18,0,0,1,1,0,6,,
651,Egypt,EGY,Mubarak,1999,0,3,2,dictatorship,,,0,0,30,19,19,0,0,1,1,0,6,,
651,Egypt,EGY,Mubarak,2000,0,3,2,dictatorship,,,0,0,31,20,20,0,0,1,1,0,6,,
651,Egypt,EGY,Mubarak,2001,0,3,2,dictatorship,,,0,0,32,21,21,1,0,1,1,0,6,,
651,Egypt,EGY,Mubarak,2002,0,3,2,dictatorship,,,0,0,33,22,22,0,0,1,1,0,6,,
651,Egypt,EGY,Mubarak,2003,0,3,2,dictatorship,,,0,0,34,23,23,0,0,1,1,0,6,,
651,Egypt,EGY,Mubarak,2004,0,3,2,dictatorship,,,0,0,35,24,24,0,0,1,1,0,6,,
651,Egypt,EGY,Mubarak,2005,0,3,2,dictatorship,,,0,0,36,25,25,0,0,1,2,0,6,,
651,Egypt,EGY,Mubarak,2006,0,3,2,dictatorship,,,0,0,37,26,26,0,0,1,2,0,6,,
651,Egypt,EGY,Mubarak,2007,0,3,2,dictatorship,,,0,0,38,27,27,1,1,1,2,0,6,,
651,Egypt,EGY,Mubarak,2008,0,3,2,dictatorship,,,0,0,39,28,28,0,0,1,2,0,6,,
651,Egypt,EGY,Mubarak,2009,0,3,2,dictatorship,,,0,0,40,29,29,0,0,1,2,0,6,,
651,Egypt,EGY,Mubarak,2010,0,3,2,dictatorship,,,0,0,41,30,30,0,0,1,2,0,6,,
651,Egypt,EGY,Mubarak,2011,0,3,2,dictatorship,,,0,0,42,31,31,0,0,1,2,0,6,,
651,Egypt,EGY,Tantawi,2011,0,1,0,dictatorship,,,0,0,43,1,1,0,0,1,2,0,6,,
651,Egypt,EGY,Tantawi,2012,0,1,0,dictatorship,,,0,0,44,2,2,0,0,1,2,0,6,,
651,Egypt,EGY,Morsi,2012,0,3,2,dictatorship,,,0,0,45,1,1,0,0,1,2,0,6,,
651,Egypt,EGY,Mansour,2013,1,1,0,dictatorship,,,0,0,46,1,1,0,0,1,2,0,6,,
651,Egypt,EGY,Mansour,2014,1,1,0,dictatorship,,,0,0,47,2,2,0,0,1,2,0,6,,
651,Egypt,EGY,al-Sisi,2014,0,-888,-888,dictatorship,,,0,0,48,1,1,0,0,1,2,0,6,,
651,Egypt,EGY,al-Sisi,2015,0,-888,-888,dictatorship,,,0,0,49,2,2,0,0,1,2,0,6,,
92,El Salvador,SAL,Calderon Sol,1995,0,1,0,democracy,,,7,2,0,0,2,0,0,0,0,0,7,,0
92,El Salvador,SAL,Calderon Sol,1996,0,1,0,democracy,,,8,3,0,0,3,0,0,0,0,0,7,,0
92,El Salvador,SAL,Calderon Sol,1997,0,1,0,democracy,,,9,4,0,0,4,0,0,0,0,0,7,,0
92,El Salvador,SAL,Calderon Sol,1998,0,1,0,democracy,,,10,5,0,0,5,0,0,0,0,0,7,,0
92,El Salvador,SAL,Calderon Sol,1999,0,1,0,democracy,,,11,6,0,0,6,0,0,0,0,0,7,,0
92,El Salvador,SAL,Flores,1999,0,1,0,democracy,,,12,1,0,0,1,0,0,0,0,0,7,,0
92,El Salvador,SAL,Flores,2000,0,1,0,democracy,,,13,2,0,0,2,0,0,0,0,0,7,,0
92,El Salvador,SAL,Flores,2001,0,1,0,democracy,,,14,3,0,0,3,0,0,0,0,0,7,,0
92,El Salvador,SAL,Flores,2002,0,1,0,democracy,,,15,4,0,0,4,0,0,0,0,0,7,,0
92,El Salvador,SAL,Flores,2003,0,1,0,democracy,,,16,5,0,0,5,0,0,0,0,0,7,,0
92,El Salvador,SAL,Flores,2004,0,1,0,democracy,,,17,6,0,0,6,0,0,0,0,0,7,,0
92,El Salvador,SAL,Saca González,2004,0,1,0,democracy,,,18,1,0,0,1,0,0,0,0,0,7,,0
92,El Salvador,SAL,Saca González,2005,0,1,0,democracy,,,19,2,0,0,2,0,0,0,0,0,7,,0
92,El Salvador,SAL,Saca González,2006,0,1,0,democracy,,,20,3,0,0,3,0,1,0,0,0,7,,0
92,El Salvador,SAL,Saca González,2007,0,1,0,democracy,,,21,4,0,0,4,0,0,0,0,0,7,,0
92,El Salvador,SAL,Saca González,2008,0,1,0,democracy,,,22,5,0,0,5,0,0,0,0,0,7,,0
92,El Salvador,SAL,Saca González,2009,0,1,0,democracy,,,23,6,0,0,6,0,0,0,0,0,7,,0
92,El Salvador,SAL,Funes,2009,0,1,0,democracy,,,24,1,0,0,1,0,0,0,0,0,7,,0
92,El Salvador,SAL,Funes,2010,0,1,0,democracy,,,25,2,0,0,2,0,0,0,0,0,7,,0
92,El Salvador,SAL,Funes,2011,0,1,0,democracy,,,26,3,0,0,3,0,0,0,0,0,7,,0
92,El Salvador,SAL,Funes,2012,0,1,0,democracy,,,27,4,0,0,4,1,1,0,0,0,7,,0
92,El Salvador,SAL,Funes,2013,0,1,0,democracy,,,28,5,0,0,5,0,0,0,0,0,7,,0
92,El Salvador,SAL,Funes,2014,0,1,0,democracy,,,29,6,0,0,6,0,0,0,0,0,7,,0
92,El Salvador,SAL,Sanchez Ceren,2014,0,1,0,democracy,,,30,1,0,0,1,0,0,0,0,0,7,,0
92,El Salvador,SAL,Sanchez Ceren,2015,0,-888,0,democracy,,,31,2,0,0,2,1,1,0,0,0,7,,0
366,Estonia,EST,Tarand,1995,0,1,0,democracy,,,8,2,0,0,2,0,1,0,1,0,7,,1
366,Estonia,EST,Vahi,1995,0,1,0,democracy,,,9,1,0,0,1,1,0,0,1,0,7,,1
366,Estonia,EST,Vahi,1996,0,1,0,democracy,,,10,2,0,0,2,0,0,0,1,0,7,,1
366,Estonia,EST,Vahi,1997,0,1,0,democracy,,,11,3,0,0,3,0,0,0,1,0,7,,1
366,Estonia,EST,Siimann,1997,0,1,0,democracy,,,12,1,0,0,1,0,0,0,1,0,7,,1
366,Estonia,EST,Siimann,1998,0,1,0,democracy,,,13,2,0,0,2,0,0,0,1,0,7,,1
366,Estonia,EST,Siimann,1999,0,1,0,democracy,,,14,3,0,0,3,0,0,0,1,0,7,,1
366,Estonia,EST,Laar,1999,0,1,0,democracy,,,15,1,0,0,1,0,0,0,1,0,7,,1
366,Estonia,EST,Laar,2000,0,1,0,democracy,,,16,2,0,0,2,0,0,0,1,0,7,,1
366,Estonia,EST,Laar,2001,0,1,0,democracy,,,17,3,0,0,3,0,0,0,1,0,7,,1
366,Estonia,EST,Laar,2002,0,1,0,democracy,,,18,4,0,0,4,0,0,0,1,0,7,,0
366,Estonia,EST,Kallas,2002,0,1,0,democracy,,,19,1,0,0,1,0,0,0,1,0,7,,0
366,Estonia,EST,Kallas,2003,0,1,0,democracy,,,20,2,0,0,2,0,0,0,1,0,7,,0
366,Estonia,EST,Parts,2003,0,1,0,democracy,,,21,1,0,0,1,0,0,0,1,0,7,,0
366,Estonia,EST,Parts,2004,0,1,0,democracy,,,22,2,0,0,2,0,0,0,1,0,7,,0
366,Estonia,EST,Parts,2005,0,1,0,democracy,,,23,3,0,0,3,0,0,0,1,0,7,,0
366,Estonia,EST,Ansip,2005,0,1,0,democracy,,,24,1,0,0,1,0,0,0,1,0,7,,0
366,Estonia,EST,Ansip,2006,0,1,0,democracy,,,25,2,0,0,2,0,0,0,1,0,7,,0
366,Estonia,EST,Ansip,2007,0,1,0,democracy,,,26,3,0,0,3,0,0,0,1,0,7,,0
366,Estonia,EST,Ansip,2008,0,1,0,democracy,,,27,4,0,0,4,0,0,0,1,0,7,,0
366,Estonia,EST,Ansip,2009,0,1,0,democracy,,,28,5,0,0,5,0,0,0,1,0,7,1,0
366,Estonia,EST,Ansip,2010,0,1,0,democracy,,,29,6,0,0,6,0,0,0,0,0,7,,0
366,Estonia,EST,Ansip,2011,0,1,0,democracy,,,30,7,0,0,7,0,0,0,0,0,7,,0
366,Estonia,EST,Ansip,2012,0,1,0,democracy,,,31,8,0,0,8,0,0,0,0,0,7,,0
366,Estonia,EST,Ansip,2013,0,1,0,democracy,,,32,9,0,0,9,0,0,0,0,0,7,,0
366,Estonia,EST,Ansip,2014,0,1,0,democracy,,,33,10,0,0,10,0,0,0,0,0,7,,0
366,Estonia,EST,Roivas,2014,0,-888,-888,democracy,,,34,1,0,0,1,0,0,0,0,0,7,,0
366,Estonia,EST,Roivas,2015,0,-888,-888,democracy,,,35,2,0,0,2,0,0,0,0,0,7,,0
372,Georgia,GRG,Shevardnadze,1995,0,3,2,dictatorship,,,0,0,7,4,4,0,0,1,2,0,5,,
372,Georgia,GRG,Shevardnadze,1996,0,3,2,dictatorship,,,0,0,8,5,5,0,0,1,2,0,6,,
372,Georgia,GRG,Shevardnadze,1997,0,3,2,dictatorship,,,0,0,9,6,6,0,0,1,2,0,6,,
372,Georgia,GRG,Shevardnadze,1998,0,3,2,dictatorship,,,0,0,10,7,7,0,0,1,2,0,6,,
372,Georgia,GRG,Shevardnadze,1999,0,3,2,dictatorship,,,0,0,11,8,8,0,0,1,2,0,6,,
372,Georgia,GRG,Shevardnadze,2000,0,3,2,dictatorship,,,0,0,12,9,9,0,0,1,2,0,6,,
372,Georgia,GRG,Shevardnadze,2001,0,3,2,dictatorship,,,0,0,13,10,10,0,0,1,1,0,6,,
372,Georgia,GRG,Shevardnadze,2002,0,3,2,dictatorship,,,0,0,14,11,11,0,0,1,1,0,6,,
372,Georgia,GRG,Shevardnadze,2003,0,3,2,dictatorship,,,0,0,15,12,12,0,0,1,2,0,6,,
372,Georgia,GRG,Burdjanadze,2003,0,1,0,dictatorship,,,0,0,16,1,1,0,0,1,2,0,6,,
372,Georgia,GRG,Burdjanadze,2004,0,1,0,dictatorship,,,0,0,17,2,2,0,0,1,2,0,6,,
372,Georgia,GRG,Saakashvili,2004,0,1,0,dictatorship,,,0,0,18,3,1,0,0,1,2,0,6,,
372,Georgia,GRG,Saakashvili,2005,0,1,0,democracy,,,1,1,0,0,2,0,0,0,2,0,6,,1
372,Georgia,GRG,Saakashvili,2006,0,1,0,democracy,,,2,2,0,0,3,0,0,0,2,0,6,,1
372,Georgia,GRG,Saakashvili,2007,0,1,0,democracy,,,3,3,0,0,4,0,0,0,2,0,6,,1
372,Georgia,GRG,Saakashvili,2008,0,1,0,democracy,,,4,4,0,0,5,0,0,0,2,0,6,1,1
372,Georgia,GRG,Saakashvili,2009,0,1,0,democracy,,,5,5,0,0,6,0,0,0,2,0,6,,1
372,Georgia,GRG,Saakashvili,2010,0,1,0,democracy,,,6,6,0,0,7,0,0,0,2,0,7,,1
372,Georgia,GRG,Saakashvili,2011,0,1,0,democracy,,,7,7,0,0,8,0,0,0,2,0,7,,1
372,Georgia,GRG,Saakashvili,2012,0,1,0,democracy,,,8,8,0,0,9,0,1,0,2,0,7,,1
372,Georgia,GRG,Saakashvili,2013,0,1,0,democracy,,,9,9,0,0,10,0,0,0,2,0,7,,1
372,Georgia,GRG,Saakashvili,2013,0,1,0,democracy,,,10,10,0,0,11,0,0,0,2,0,7,,1
372,Georgia,GRG,Margvelashvili,2013,0,-888,-888,democracy,,,11,1,0,0,1,0,0,0,2,0,7,,1
372,Georgia,GRG,Margvelashvili,2014,0,-888,-888,democracy,,,12,2,0,0,2,1,0,0,2,0,7,,1
372,Georgia,GRG,Margvelashvili,2015,0,-888,-888,democracy,,,13,3,0,0,3,0,0,0,2,0,7,,1
90,Guatemala,GUA,Leon Carpio,1995,1,1,0,democracy,,,12,3,0,0,3,0,0,0,3,0,7,,0
90,Guatemala,GUA,Leon Carpio,1996,1,1,0,democracy,,,13,4,0,0,4,0,0,0,3,0,7,,1
90,Guatemala,GUA,Arzu Yrigoyen,1996,0,1,0,democracy,,,14,1,0,0,1,0,0,0,3,0,7,,1
90,Guatemala,GUA,Arzu Yrigoyen,1997,0,1,0,democracy,,,15,2,0,0,2,0,0,0,3,0,7,,1
90,Guatemala,GUA,Arzu Yrigoyen,1998,0,1,0,democracy,,,16,3,0,0,3,0,0,0,3,0,7,,1
90,Guatemala,GUA,Arzu Yrigoyen,1999,0,1,0,democracy,,,17,4,0,0,4,0,0,0,3,0,7,,1
90,Guatemala,GUA,Arzu Yrigoyen,2000,0,1,0,democracy,,,18,5,0,0,5,0,0,0,3,0,7,,1
90,Guatemala,GUA,Alfonso Portillo Cabrera,2000,0,1,0,democracy,,,19,1,0,0,1,0,0,0,3,0,7,,1
90,Guatemala,GUA,Alfonso Portillo Cabrera,2001,0,1,0,democracy,,,20,2,0,0,2,0,0,0,3,0,7,,1
90,Guatemala,GUA,Alfonso Portillo Cabrera,2002,0,1,0,democracy,,,21,3,0,0,3,0,0,0,3,0,7,,1
90,Guatemala,GUA,Alfonso Portillo Cabrera,2003,0,1,0,democracy,,,22,4,0,0,4,0,0,0,3,0,7,,1
90,Guatemala,GUA,Alfonso Portillo Cabrera,2004,0,1,0,democracy,,,23,5,0,0,5,0,0,0,2,0,7,,0
90,Guatemala,GUA,Berger Perdomo,2004,0,1,0,democracy,,,24,1,0,0,1,0,1,0,2,0,7,,0
90,Guatemala,GUA,Berger Perdomo,2005,0,1,0,democracy,,,25,2,0,0,2,1,0,0,1,0,7,,0
90,Guatemala,GUA,Berger Perdomo,2006,0,1,0,democracy,,,26,3,0,0,3,0,1,0,1,0,7,,0
90,Guatemala,GUA,Berger Perdomo,2007,0,1,0,democracy,,,27,4,0,0,4,0,0,0,0,0,7,,0
90,Guatemala,GUA,Berger Perdomo,2008,0,1,0,democracy,,,28,5,0,0,5,0,0,0,0,0,7,,0
90,Guatemala,GUA,Colom Caballeros,2008,0,1,0,democracy,,,29,1,0,0,1,0,0,0,0,0,7,,0
90,Guatemala,GUA,Colom Caballeros,2009,0,1,0,democracy,,,30,2,0,0,2,0,0,0,0,0,7,,0
90,Guatemala,GUA,Colom Caballeros,2010,0,1,0,democracy,,,31,3,0,0,3,0,0,0,0,0,7,,0
90,Guatemala,GUA,Colom Caballeros,2011,0,1,0,democracy,,,32,4,0,0,4,0,0,0,0,0,7,,0
90,Guatemala,GUA,Colom Caballeros,2012,0,1,0,democracy,,,33,5,0,0,5,1,0,0,0,0,7,,0
90,Guatemala,GUA,Perez Molina,2012,0,-888,0,democracy,,,34,1,0,0,1,0,1,0,0,0,7,,0
90,Guatemala,GUA,Perez Molina,2013,0,-888,0,democracy,,,35,2,0,0,2,0,0,0,0,0,7,,0
90,Guatemala,GUA,Perez Molina,2014,0,-888,0,democracy,,,36,3,0,0,3,1,0,0,0,0,7,,0
90,Guatemala,GUA,Perez Molina,2015,0,-888,0,democracy,,,37,4,0,0,4,0,1,0,0,0,7,,0
110,Guyana,GUY,Jagan Cheddi,1995,0,2,0,democracy,,,3,3,0,0,4,0,0,0,1,0,7,,1
110,Guyana,GUY,Jagan Cheddi,1996,0,2,0,democracy,,,4,4,0,0,5,0,0,0,1,0,7,,1
110,Guyana,GUY,Jagan Cheddi,1997,0,2,0,democracy,,,5,5,0,0,6,0,0,0,1,0,7,,1
110,Guyana,GUY,Samuel Hinds,1997,0,1,0,democracy,,,6,1,0,0,1,0,0,0,1,0,7,,1
110,Guyana,GUY,Janet Jagan,1997,0,2.1,0,democracy,,,7,1,0,0,1,0,0,0,1,0,7,,1
110,Guyana,GUY,Janet Jagan,1998,0,2.1,0,democracy,,,8,2,0,0,2,0,0,0,1,0,7,,1
110,Guyana,GUY,Janet Jagan,1999,0,2.1,0,democracy,,,9,3,0,0,3,0,0,0,1,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,1999,0,1,0,democracy,,,10,1,0,0,1,0,0,0,1,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2000,0,1,0,democracy,,,11,2,0,0,2,0,0,0,1,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2001,0,1,0,democracy,,,12,3,0,0,3,0,0,0,1,0,7,1,1
110,Guyana,GUY,Bharrat Jagdeo,2002,0,1,0,democracy,,,13,4,0,0,4,0,0,0,0,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2003,0,1,0,democracy,,,14,5,0,0,5,0,0,0,0,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2004,0,1,0,democracy,,,15,6,0,0,6,0,0,0,0,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2005,0,1,0,democracy,,,16,7,0,0,7,0,0,0,0,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2006,0,1,0,democracy,,,17,8,0,0,8,0,0,0,0,0,7,1,1
110,Guyana,GUY,Bharrat Jagdeo,2007,0,1,0,democracy,,,18,9,0,0,9,0,0,0,0,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2008,0,1,0,democracy,,,19,10,0,0,10,0,1,0,0,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2009,0,1,0,democracy,,,20,11,0,0,11,0,0,0,0,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2010,0,1,0,democracy,,,21,12,0,0,12,0,0,0,0,0,7,,1
110,Guyana,GUY,Bharrat Jagdeo,2011,0,1,0,democracy,,,22,13,0,0,13,0,0,0,0,0,7,,1
110,Guyana,GUY,Ramotar,2011,0,1,0,democracy,,,23,1,0,0,1,0,0,0,0,0,7,,1
110,Guyana,GUY,Ramotar,2012,0,1,0,democracy,,,24,2,0,0,2,0,0,0,0,0,7,,1
110,Guyana,GUY,Ramotar,2013,0,1,0,democracy,,,25,3,0,0,3,0,0,0,0,0,7,,1
110,Guyana,GUY,Ramotar,2014,0,1,0,democracy,,,26,4,0,0,4,0,0,0,0,0,7,,1
110,Guyana,GUY,Ramotar,2015,0,1,0,democracy,,,27,5,0,0,5,0,0,0,0,0,7,,1
91,Honduras,HON,Reina,1995,0,1,0,democracy,,,16,2,0,0,1,0,0,0,0,0,7,,1
91,Honduras,HON,Reina,1996,0,1,0,democracy,,,17,3,0,0,2,0,0,0,0,0,7,,1
91,Honduras,HON,Reina,1997,0,1,0,democracy,,,18,4,0,0,3,0,0,0,0,0,7,,1
91,Honduras,HON,Reina,1998,0,1,0,democracy,,,19,5,0,0,4,0,0,0,0,0,7,,1
91,Honduras,HON,Flores Facusse,1998,0,1,0,democracy,,,20,1,0,0,1,0,0,0,1,0,7,,1
91,Honduras,HON,Flores Facusse,1999,0,1,0,democracy,,,21,2,0,0,2,0,0,0,1,0,7,,1
91,Honduras,HON,Flores Facusse,2000,0,1,0,democracy,,,22,3,0,0,3,0,0,0,1,0,7,,1
91,Honduras,HON,Flores Facusse,2001,0,1,0,democracy,,,23,4,0,0,4,0,0,0,1,0,7,,1
91,Honduras,HON,Flores Facusse,2002,0,1,0,democracy,,,24,5,0,0,5,0,0,0,1,0,7,,1
91,Honduras,HON,Ricardo Maduro,2002,0,1,0,democracy,,,25,1,0,0,1,0,0,0,1,0,7,,0
91,Honduras,HON,Ricardo Maduro,2003,0,1,0,democracy,,,26,2,0,0,2,0,0,0,1,0,7,,0
91,Honduras,HON,Ricardo Maduro,2004,0,1,0,democracy,,,27,3,0,0,3,0,0,0,1,0,7,,0
91,Honduras,HON,Ricardo Maduro,2005,0,1,0,democracy,,,28,4,0,0,4,0,0,0,1,0,7,,0
91,Honduras,HON,Ricardo Maduro,2006,0,1,0,democracy,,,29,5,0,0,5,0,0,0,1,0,7,,0
91,Honduras,HON,Zelaya,2006,0,3,6,democracy,,,30,1,0,0,1,0,0,0,1,0,7,,0
91,Honduras,HON,Zelaya,2007,0,3,6,democracy,,,31,2,0,0,2,0,0,0,1,0,7,,0
91,Honduras,HON,Zelaya,2008,0,3,6,democracy,,,32,3,0,0,3,0,0,0,1,0,7,,0
91,Honduras,HON,Zelaya,2009,0,3,6,democracy,,,33,4,0,0,4,0,0,0,1,0,7,,0
91,Honduras,HON,Micheletti,2009,1,1,0,democracy,,,34,1,0,0,1,0,0,0,1,0,7,,0
91,Honduras,HON,Micheletti,2010,1,1,0,democracy,,,35,2,0,0,2,0,0,0,1,0,7,,0
91,Honduras,HON,Lobo,2010,0,1,0,democracy,,,36,1,0,0,1,0,0,0,1,0,7,,1
91,Honduras,HON,Lobo,2011,0,1,0,democracy,,,37,2,0,0,2,0,0,0,1,0,7,,1
91,Honduras,HON,Lobo,2012,0,1,0,democracy,,,38,3,0,0,3,0,1,0,1,0,7,,1
91,Honduras,HON,Lobo,2013,0,1,0,democracy,,,39,4,0,0,4,0,0,0,1,0,7,,1
91,Honduras,HON,Lobo,2014,0,1,0,democracy,,,40,5,0,0,5,0,0,0,1,0,7,,1
91,Honduras,HON,Hern<e1>ndez,2014,0,1,0,democracy,,,41,1,0,0,1,0,0,0,1,0,7,,1
91,Honduras,HON,Hern<e1>ndez,2015,0,1,0,democracy,,,42,2,0,0,2,0,0,0,1,0,7,,1
310,Hungary,HUN,Horn,1995,0,1,0,democracy,,,7,2,0,0,2,0,0,0,1,0,7,,0
